1,34
2,34
3,36
4,14
5,45
6,46
7,24
8,15
9,12
10,25
11,14
12,45
13,33
14,32
15,15
16,5
17,27
18,22
19,21
20,37
21,35
22,24
23,29
24,38
25,10
26,34
27,37
28,1
29,19
30,43
31,28
32,19
33,27
34,43
35,23
36,6
37,47
38,33
39,23
40,46
41,15
42,36
43,46
44,29
45,3
46,9
47,10
48,41
49,27
50,31
51,12
52,5
53,4
54,36
55,1
56,36
57,32
58,10
59,27
60,24
61,39
62,9
63,12
64,26
65,29
66,33
67,19
68,25
69,2
70,31
71,2
72,19
73,15
74,12
75,7
76,26
77,1
78,42
79,10
80,42
81,29
82,3
83,6
84,41
85,21
86,43
87,43
88,18
89,45
90,10
91,31
92,42
93,7
94,18
95,46
96,12
97,4
98,42
99,25
100,30
101,17
102,24
103,16
104,30
105,44
106,1
107,9
108,8
109,34
110,20
111,43
112,45
113,24
114,25
115,9
116,14
117,15
118,13
119,21
120,40
121,3
122,41
123,11
124,14
125,26
126,27
127,13
128,31
129,17
130,13
131,41
132,20
133,22
134,30
135,18
136,21
137,38
138,2
139,15
140,10
141,21
142,47
143,27
144,7
145,3
146,11
147,24
148,11
149,13
150,45
151,22
152,22
153,7
154,39
155,30
156,31
157,30
158,38
159,34
160,20
161,28
162,4
163,40
164,6
165,26
166,42
167,36
168,22
169,7
170,15
171,45
172,19
173,31
174,31
175,35
176,17
177,44
178,43
179,30
180,38
181,15
182,20
183,13
184,11
185,31
186,41
187,14
188,28
189,47
190,2
191,36
192,45
193,37
194,42
195,37
196,39
197,38
198,42
199,3
200,21
201,6
202,29
203,5
204,2
205,43
206,30
207,41
208,46
209,12
210,46
211,35
212,36
213,25
214,23
215,2
216,21
217,41
218,27
219,31
220,5
221,8
222,44
223,40
224,30
225,28
226,46
227,19
228,45
229,18
230,31
231,46
232,46
233,45
234,28
235,6
236,1
237,32
238,36
239,39
240,37
241,35
242,4
243,2
244,47
245,26
246,47
247,34
248,35
249,38
250,10
251,44
252,4
253,18
254,43
255,39
256,13
257,24
258,14
259,31
260,29
261,28
262,16
263,47
264,26
265,15
266,5
267,35
268,37
269,17
270,26
271,9
272,45
273,22
274,29
275,16
276,22
277,8
278,24
279,29
280,23
281,1
282,37
283,35
284,24
285,15
286,20
287,18
288,19
289,7
290,9
291,36
292,35
293,14
294,13
295,39
296,17
297,14
298,16
299,38
300,1
301,47
302,38
303,32
304,13
305,27
306,18
307,19
308,17
309,12
310,1
311,22
312,19
313,24
314,20
315,33
316,7
317,29
318,14
319,46
320,26
321,22
322,24
323,10
324,3
325,27
326,34
327,6
328,35
329,27
330,12
331,14
332,2
333,9
334,17
335,24
336,26
337,25
338,37
339,36
340,38
341,11
342,45
343,24
344,16
345,25
346,13
347,31
348,8
349,36
350,16
351,8
352,24
353,19
354,24
355,37
356,25
357,40
358,31
359,11
360,38
361,5
362,37
363,9
364,44
365,43
366,23
367,44
368,46
369,38
370,34
371,28
372,41
373,15
374,27
375,46
376,31
377,2
378,45
379,8
380,43
381,24
382,32
383,46
384,34
385,30
386,6
387,4
388,25
389,28
390,39
391,46
392,17
393,19
394,12
395,8
396,20
397,39
398,10
399,34
400,45
401,25
402,15
403,27
404,18
405,46
406,9
407,6
408,22
409,27
410,10
411,40
412,19
413,35
414,41
415,45
416,5
417,42
418,25
419,16
420,27
421,28
422,2
423,12
424,6
425,27
426,32
427,4
428,45
429,42
430,7
431,43
432,9
433,40
434,42
435,44
436,44
437,17
438,14
439,30
440,36
441,13
442,10
443,38
444,37
445,20
446,34
447,20
448,17
449,26
450,39
451,12
452,26
453,21
454,22
455,3
456,2
457,23
458,45
459,28
460,23
461,9
462,8
463,33
464,9
465,33
466,19
467,26
468,35
469,6
470,43
471,24
472,32
473,8
474,29
475,24
476,45
477,10
478,45
479,5
480,10
481,47
482,43
483,1
484,45
485,25
486,47
487,6
488,32
489,14
490,19
491,2
492,5
493,29
494,44
495,45
496,26
497,18
498,23
499,28
500,40
501,39
502,20
503,2
504,9
505,32
506,40
507,10
508,9
509,5
510,23
511,10
512,20
513,47
514,38
515,21
516,13
517,33
518,40
519,31
520,23
521,19
522,13
523,4
524,32
525,25
526,45
527,8
528,18
529,30
530,39
531,33
532,31
533,40
534,35
535,3
536,12
537,27
538,41
539,23
540,3
541,2
542,11
543,22
544,5
545,10
546,43
547,27
548,28
549,46
550,21
551,8
552,38
553,33
554,7
555,7
556,10
557,9
558,33
559,16
560,47
561,11
562,1
563,17
564,4
565,12
566,32
567,5
568,23
569,22
570,16
571,7
572,38
573,31
574,44
575,19
576,6
577,47
578,32
579,8
580,41
581,21
582,45
583,47
584,26
585,26
586,25
587,35
588,46
589,21
590,9
591,44
592,3
593,38
594,12
595,35
596,37
597,31
598,14
599,33
600,28
601,43
602,11
603,37
604,27
605,46
606,6
607,2
608,33
609,36
610,11
611,30
612,11
613,48
614,32
615,42
616,23
617,6
618,14
619,35
620,41
621,37
622,2
623,29
624,18
625,43
626,39
627,10
628,46
629,36
630,19
631,15
632,5
633,44
634,32
635,14
636,21
637,17
638,20
639,45
640,26
641,7
642,32
643,15
644,26
645,10
646,9
647,8
648,43
649,8
650,28
651,31
652,43
653,21
654,13
655,9
656,30
657,7
658,36
659,15
660,27
661,14
662,14
663,12
664,42
665,39
666,43
667,26
668,32
669,13
670,34
671,2
672,28
673,43
674,47
675,11
676,32
677,31
678,15
679,38
680,27
681,20
682,9
683,42
684,25
685,5
686,12
687,5
688,18
689,38
690,11
691,6
692,11
693,41
694,23
695,7
696,24
697,43
698,7
699,38
700,43
701,22
1,20
2,28
3,28
4,28
5,15
6,30
7,38
8,17
9,47
10,29
11,44
12,14
13,24
14,33
15,35
16,12
17,26
18,47
19,25
20,24
21,36
22,44
23,31
24,7
25,20
26,46
27,2
28,21
29,36
30,32
31,37
32,40
33,22
34,24
35,14
36,28
37,25
38,12
39,40
40,9
41,28
42,26
43,5
44,36
45,30
46,16
47,24
48,22
49,44
50,20
51,37
52,27
53,11
54,47
55,36
56,46
57,23
58,16
59,46
60,7
61,15
62,2
63,18
64,43
65,26
66,39
67,21
68,19
69,38
70,45
71,38
72,37
73,33
74,47
75,14
76,29
77,12
78,9
79,27
80,16
81,24
82,6
83,28
84,31
85,41
86,40
87,28
88,47
89,28
90,1
91,30
92,35
93,33
94,25
95,40
96,36
97,45
98,16
99,47
100,9
101,46
102,12
103,31
104,33
105,40
106,10
107,27
108,6
109,23
110,16
111,12
112,47
113,44
114,21
115,17
116,39
117,39
118,28
119,7
120,24
121,19
122,1
123,4
124,15
125,28
126,45
127,18
128,1
129,3
130,35
131,38
132,21
133,44
134,32
135,35
136,28
137,3
138,37
139,6
140,29
141,34
142,11
143,21
144,26
145,23
146,2
147,39
148,24
149,10
150,4
151,31
152,43
153,47
154,23
155,1
156,30
157,32
158,24
159,30
160,18
161,12
162,35
163,30
164,46
165,8
166,3
167,12
168,34
169,34
170,14
171,12
172,20
173,40
174,40
175,34
176,33
177,45
178,13
179,35
180,41
181,2
182,35
183,28
184,22
185,46
186,14
187,19
188,22
189,14
190,8
191,27
192,12
193,34
194,7
195,33
196,22
197,41
198,28
199,41
200,7
201,25
202,32
203,14
204,22
205,44
206,14
207,15
208,18
209,5
210,16
211,39
212,31
213,18
214,17
215,12
216,1
217,18
218,19
219,34
220,13
221,17
222,18
223,13
224,18
225,47
226,32
227,3
228,39
229,33
230,15
231,38
232,21
233,7
234,14
235,32
236,7
237,18
238,30
239,29
240,20
241,14
242,9
243,44
244,27
245,36
246,11
247,13
248,5
249,9
250,45
251,14
252,11
253,47
254,30
255,5
256,40
257,43
258,28
259,10
260,4
261,20
262,31
263,40
264,41
265,34
266,14
267,2
268,21
269,10
270,29
271,20
272,43
273,30
274,32
275,9
276,25
277,32
278,20
279,38
280,27
281,18
282,32
283,14
284,29
285,40
286,19
287,28
288,9
289,45
290,44
291,45
292,2
293,40
